source	target
The number of speakers grew rapidly over the next few decades , at first primarily in the Russian Empire and Central Europe , then in other parts of Europe , the Americas , China , and Japan .	subject <is> The number of speakers <and> relation <is> grew rapidly over <and> object <is> the next few decades <then> subject <is> The number of speakers <and> relation <is> grew primarily in <and> object <is> the Russian Empire <then> subject <is> The number of speakers <and> relation <is> grew primarily in <and> object <is> Central Europe <then> subject <is> The number of speakers <and> relation <is> grew in <and> object <is> other parts of Europe <then> subject <is> The number of speakers <and> relation <is> grew in <and> object <is> the Americas <then> subject <is> The number of speakers <and> relation <is> grew in <and> object <is> China <then> subject <is> The number of speakers <and> relation <is> grew in <and> object <is> Japan <then> subject <is> The number of speakers <and> relation <is> grew at first primarily in <and> object <is> the Russian Empire and Central Europe <then> subject <is> The number of speakers <and> relation <is> grew then in <and> object <is> other parts of Europe, the Americas, China, and Japan
A wedding takes place under a chuppah , or wedding canopy , which symbolizes a happy house .	subject <is> A wedding <and> relation <is> takes place under <and> object <is> a chuppah <then> subject <is> A wedding <and> relation <is> takes place under <and> object <is> a wedding canopy <then> subject <is> a chuppah <and> relation <is> symbolizes <and> object <is> a happy house <then> subject <is> a wedding canopy <and> relation <is> symbolizes <and> object <is> a happy house <then> subject <is> A wedding <and> relation <is> takes place under a chuppah, or <and> object <is> wedding canopy which symbolizes
The greatest distinction of an empire is through the amount of land that a nation has conquered and expanded .	subject <is> The greatest distinction of an empire <and> relation <is> is through <and> object <is> the amount of land that a nation has conquered and expanded <then> subject <is> an empire <and> relation <is> is through <and> object <is> the amount of land that a nation has conquered and expanded <then> subject <is> a nation <and> relation <is> has conquered and expanded <and> object <is> the amount of land <then> subject <is> a nation <and> relation <is> has conquered <and> object <is> the amount of land <then> subject <is> a nation <and> relation <is> has expanded <and> object <is> the amount of land
The first lunar night of the mission was weathered successfully but Chinese scientists suspected the rover had failed on the 25th when the second night rolled in .	subject <is> The first lunar night of the mission <and> relation <is> was weathered successfully <and> object <is> but Chinese scientists suspected <then> subject <is> Chinese scientists <and> relation <is> suspected <and> object <is> the rover had failed on the 25th <then> subject <is> the rover <and> relation <is> had failed on <and> object <is> the 25th <then> subject <is> the second night <and> relation <is> rolled in <and> object <is> when Chinese scientists suspected the rover had failed <then> subject <is> Chinese scientists <and> relation <is> suspected the rover had failed on <and> object <is> the 25th when the second night rolled in <then> subject <is> the first lunar night of the mission <and> relation <is> was weathered successfully but <and> object <is> Chinese scientists suspected
In general , aspiration pneumonitis is treated conservatively with antibiotics indicated only for aspiration pneumonia .	subject <is> aspiration pneumonitis <and> relation <is> is treated conservatively with <and> object <is> antibiotics <then> subject <is> antibiotics <and> relation <is> are indicated only for <and> object <is> aspiration pneumonia <then> subject <is> aspiration pneumonitis <and> relation <is> is treated conservatively <and> object <is> in general <then> subject <is> antibiotics <and> relation <is> are indicated only for <and> object <is> aspiration pneumonia in general
Regarding breastfeeding capability after breast reduction surgery , studies reported that women who underwent breast reduction can retain the ability to nurse an infant child , when compared to women in a control group who underwent breast surgery using a modern pedicle surgical technique .	subject <is> studies <and> relation <is> reported that <and> object <is> women who underwent breast reduction can retain the ability to nurse an infant child <then> subject <is> women who underwent breast reduction <and> relation <is> can retain the ability to nurse <and> object <is> an infant child <then> subject <is> women in a control group <and> relation <is> underwent <and> object <is> breast surgery using a modern pedicle surgical technique <then> subject <is> studies <and> relation <is> reported that <and> object <is> women who underwent breast reduction can retain the ability to nurse an infant child when compared to <then> subject <is> studies <and> relation <is> reported that women who underwent breast reduction can retain the ability to nurse an infant child when compared to women in a control group who underwent <and> object <is> breast surgery using a modern pedicle surgical technique <then> subject <is> breastfeeding capability after breast reduction surgery <and> relation <is> studies reported <and> object <is> that women who underwent breast reduction can retain the ability to nurse an infant child <then> subject <is> breastfeeding capability after breast reduction surgery <and> relation <is> studies reported <and> object <is> that women in a control group underwent breast surgery using a modern pedicle surgical technique
And I also addressed the whole tweet and where the information for that tweet came from .	subject <is> I <and> relation <is> addressed <and> object <is> the whole tweet <then> subject <is> I <and> relation <is> addressed the whole tweet and <and> object <is> where the information for that tweet came from <then> subject <is> the information for that tweet <and> relation <is> came from <and> object <is> that tweet <then> subject <is> I <and> relation <is> addressed <and> object <is> where the information for that tweet came from
Mario : Well , back in college , back in Collins College , Isabel and I , we had met like she said at Sandia View Academy , and we went off to college together in Arizona ; and ... -LRB- how do I best explain this ? -RRB-	subject <is> Mario <and> relation <is> met <and> object <is> Isabel <then> subject <is> Mario <and> relation <is> had met <and> object <is> her at Sandia View Academy <then> subject <is> Mario and Isabel <and> relation <is> went off to college together in <and> object <is> Arizona <then> subject <is> Mario <and> relation <is> was back in college at <and> object <is> Collins College <then> subject <is> the meeting <and> relation <is> happened at <and> object <is> Sandia View Academy <then> subject <is> Mario and Isabel <and> relation <is> had gone off to college together in <and> object <is> Arizona
One Bq is defined as one transformation -LRB- or decay or disintegration -RRB- per second .	subject <is> One Bq <and> relation <is> is defined as <and> object <is> one transformation <then> subject <is> One Bq <and> relation <is> is defined as one transformation <and> object <is> -LRB- or decay or disintegration -RRB- per second <then> subject <is> One Bq <and> relation <is> is defined as one transformation per second <and> object <is> -LRB- or decay or disintegration -RRB- <then> subject <is> one transformation <and> relation <is> is defined as <and> object <is> one decay <then> subject <is> one transformation <and> relation <is> is defined as <and> object <is> one disintegration <then> subject <is> one transformation <and> relation <is> is defined as one decay or disintegration <and> object <is> -LRB- or decay or disintegration -RRB-
Nonetheless , foreign direct investment -LRB- FDI -RRB- , related to long-term , less speculative investment in production , is estimated to be $ 193.8 billion for 2007 .	subject <is> foreign direct investment -LRB- FDI -RRB- <and> relation <is> is estimated to be <and> object <is> $ 193.8 billion for 2007 <then> subject <is> foreign direct investment -LRB- FDI -RRB- <and> relation <is> related to <and> object <is> long-term investment <then> subject <is> foreign direct investment -LRB- FDI -RRB- <and> relation <is> related to <and> object <is> less speculative investment <then> subject <is> foreign direct investment -LRB- FDI -RRB- <and> relation <is> is <and> object <is> a investment in production
According to Menéndez , with the help of a state plan , Venezuela intends to exploit its 40,000 million cubic meters or more of granite reserves , generating a set of factories . ''	subject <is> Venezuela <and> relation <is> intends to exploit <and> object <is> its 40,000 million cubic meters or more of granite reserves <then> subject <is> Venezuela <and> relation <is> intends to exploit its 40,000 million cubic meters or more of granite reserves with the help of <and> object <is> a state plan <then> subject <is> Venezuela <and> relation <is> intends to generate <and> object <is> a set of factories <then> subject <is> Menéndez <and> relation <is> is associated with <and> object <is> the statement <then> subject <is> Venezuela <and> relation <is> intends to exploit <and> object <is> granite reserves
He gave two piano concerts and received many favourable reviews -- in addition to some commenting -LRB- in Chopin 's own words -RRB- that he was `` too delicate for those accustomed to the piano-bashing of local artists '' .	"subject <is> He <and> relation <is> gave <and> object <is> two piano concerts <then> subject <is> He <and> relation <is> received <and> object <is> many favourable reviews <then> subject <is> He <and> relation <is> received many favourable reviews -- in addition to <and> object <is> some commenting <then> subject <is> some commenting <and> relation <is> were <and> object <is> in Chopin's own words <then> subject <is> some commenting <and> relation <is> that he was <and> object <is> ""too delicate for those accustomed to the piano-bashing of local artists"" <then> subject <is> He <and> relation <is> received <and> object <is> many favourable reviews in addition to some commenting "
These areas are referred to as ` slack water levels ' , often just called ` levels ' .	subject <is> These areas <and> relation <is> are referred to as <and> object <is> ` slack water levels ' <then> subject <is> ` slack water levels ' <and> relation <is> are often just called <and> object <is> ` levels '
He became increasingly frustrated on this voyage , and perhaps began to suffer from a stomach ailment ; it has been speculated that this led to irrational behaviour towards his crew , such as forcing them to eat walrus meat , which they had pronounced inedible .	subject <is> He <and> relation <is> became <and> object <is> increasingly frustrated on this voyage <then> subject <is> He <and> relation <is> perhaps began to suffer from <and> object <is> a stomach ailment <then> subject <is> this <and> relation <is> has been speculated that it <and> object <is> led to irrational behaviour towards his crew <then> subject <is> this <and> relation <is> has been speculated that it led to <and> object <is> irrational behaviour <then> subject <is> He <and> relation <is> forced them to eat <and> object <is> walrus meat <then> subject <is> they <and> relation <is> had pronounced <and> object <is> it inedible <then> subject <is> He <and> relation <is> began to suffer from <and> object <is> a stomach ailment <then> subject <is> He <and> relation <is> perhaps began to suffer from a stomach ailment <and> object <is> on this voyage <then> subject <is> He <and> relation <is> became increasingly frustrated on this voyage and perhaps began to suffer from <and> object <is> a stomach ailment <then> subject <is> He <and> relation <is> forced them to eat walrus meat which they had pronounced <and> object <is> inedible <then> subject <is> irrational behaviour towards his crew <and> relation <is> such as forcing them to eat <and> object <is> walrus meat
Following the breakup of Mali , a local leader named Sonni Ali -LRB- 1464 -- 1492 -RRB- founded the Songhai Empire in the region of middle Niger and the western Sudan and took control of the trans-Saharan trade .	subject <is> Sonni Ali <and> relation <is> founded <and> object <is> the Songhai Empire <then> subject <is> Sonni Ali <and> relation <is> founded the Songhai Empire in <and> object <is> the region of middle Niger <then> subject <is> Sonni Ali <and> relation <is> founded the Songhai Empire in <and> object <is> the western Sudan <then> subject <is> Sonni Ali <and> relation <is> took control of <and> object <is> the trans-Saharan trade <then> subject <is> the breakup <and> relation <is> of <and> object <is> Mali <then> subject <is> Sonni Ali <and> relation <is> founded the Songhai Empire following <and> object <is> the breakup of Mali <then> subject <is> Sonni Ali <and> relation <is> took control of the trans-Saharan trade following <and> object <is> the breakup of Mali
One says the body of greater mass has greater inertia .	subject <is> One <and> relation <is> says <and> object <is> the body of greater mass <then> subject <is> the body of greater mass <and> relation <is> has <and> object <is> greater inertia <then> subject <is> One <and> relation <is> says the body of greater mass has <and> object <is> greater inertia
John Kirby , a State Department spokesman , said `` The secretary is stable and never lost consciousness , his injury is not life-threatening and he is expected to make a full recovery '' .	subject <is> John Kirby <and> relation <is> said <and> object <is> `` The secretary is stable and never lost consciousness , his injury is not life-threatening and he is expected to make a full recovery '' <then> subject <is> John Kirby <and> relation <is> is <and> object <is> a State Department spokesman <then> subject <is> The secretary <and> relation <is> is <and> object <is> stable <then> subject <is> The secretary <and> relation <is> never lost <and> object <is> consciousness <then> subject <is> The secretary <and> relation <is> his injury is not <and> object <is> life-threatening <then> subject <is> The secretary <and> relation <is> is expected to make <and> object <is> a full recovery
Medicine aims to sustain , repair , enhance and even replace functions of the human body , if necessary , through the use of technology .	subject <is> Medicine <and> relation <is> aims to sustain <and> object <is> functions of the human body <then> subject <is> Medicine <and> relation <is> aims to repair <and> object <is> functions of the human body <then> subject <is> Medicine <and> relation <is> aims to enhance <and> object <is> functions of the human body <then> subject <is> Medicine <and> relation <is> aims to replace <and> object <is> functions of the human body <then> subject <is> Medicine <and> relation <is> aims to sustain , repair , enhance and even replace functions of the human body through <and> object <is> the use of technology <then> subject <is> Medicine <and> relation <is> aims to sustain , repair , enhance and even replace functions of the human body if necessary through <and> object <is> the use of technology <then> subject <is> Medicine <and> relation <is> uses <and> object <is> technology <then> subject <is> technology <and> relation <is> is used to <and> object <is> sustain , repair , enhance and even replace functions of the human body
Mario : You have to build your own platform .	subject <is> Mario <and> relation <is> said <and> object <is> You have to build your own platform <then> subject <is> You <and> relation <is> have to build <and> object <is> your own platform <then> subject <is> You <and> relation <is> have to build your own <and> object <is> platform
These drugs have been explored as a means to help to reduce the pain and swelling of rheumatoid arthritis , and also -LRB- historically -RRB- against tuberculosis and some parasites .	subject <is> These drugs <and> relation <is> have been explored as a means to <and> object <is> help to reduce the pain and swelling of rheumatoid arthritis <then> subject <is> These drugs <and> relation <is> have been explored as a means against <and> object <is> tuberculosis <then> subject <is> These drugs <and> relation <is> have been explored as a means against <and> object <is> some parasites <then> subject <is> These drugs <and> relation <is> have been explored <and> object <is> as a means to help to reduce the pain and swelling of rheumatoid arthritis <then> subject <is> These drugs <and> relation <is> have been explored historically against <and> object <is> tuberculosis <then> subject <is> These drugs <and> relation <is> have been explored historically against <and> object <is> some parasites
Hamas Leader Khaled Mashal from his exile in Qatar told the BBC , `` We do n't want to be controlled by a border crossing that makes Gaza the biggest prison in the world '' .	"subject <is> Khaled Mashal <and> relation <is> told <and> object <is> the BBC <then> subject <is> Khaled Mashal <and> relation <is> said <and> object <is> ""We do n't want to be controlled by a border crossing that makes Gaza the biggest prison in the world"" <then> subject <is> Khaled Mashal <and> relation <is> is Hamas Leader from <and> object <is> his exile in Qatar <then> subject <is> the border crossing <and> relation <is> makes <and> object <is> Gaza the biggest prison in the world <then> subject <is> Khaled Mashal <and> relation <is> told the BBC <and> object <is> ""We do n't want to be controlled by a border crossing that makes Gaza the biggest prison in the world"" "
People were encouraged to submit their designs online at www.flag.govt.nz and suggest what the flag should mean on www.standfor.co.nz .	subject <is> People <and> relation <is> were encouraged to submit <and> object <is> their designs online at www.flag.govt.nz <then> subject <is> People <and> relation <is> were encouraged to suggest <and> object <is> what the flag should mean on www.standfor.co.nz <then> subject <is> People <and> relation <is> were encouraged to submit their designs <and> object <is> online at www.flag.govt.nz <then> subject <is> People <and> relation <is> were encouraged to suggest what the flag should mean <and> object <is> on www.standfor.co.nz
Notable examples of the obsolete usage which have survived to the present day are military engineering corps , e.g. , the U.S. Army Corps of Engineers .	subject <is> Notable examples <and> relation <is> are <and> object <is> the obsolete usage which have survived to the present day <then> subject <is> Notable examples <and> relation <is> are <and> object <is> military engineering corps <then> subject <is> military engineering corps <and> relation <is> e.g. <and> object <is> the U.S. Army Corps of Engineers <then> subject <is> Notable examples <and> relation <is> are military engineering corps, e.g. <and> object <is> the U.S. Army Corps of Engineers <then> subject <is> Notable examples of <and> relation <is> the obsolete usage which have survived to <and> object <is> the present day
Heterosis or hybrid vigor -LRB- as in the familiar F1 hybrids of maize -RRB- occurs in common -LRB- hexaploid -RRB- wheat , but it is difficult to produce seed of hybrid cultivars on a commercial scale as is done with maize because wheat flowers are perfect in the botanical sense , meaning they have both male and female parts , and normally self-pollinate .	subject <is> Heterosis or hybrid vigor <and> relation <is> occurs in <and> object <is> common wheat <then> subject <is> common wheat <and> relation <is> is a <and> object <is> hexaploid <then> subject <is> seed of hybrid cultivars <and> relation <is> is difficult to produce <and> object <is> on a commercial scale <then> subject <is> the production of seed <and> relation <is> is done with <and> object <is> maize <then> subject <is> wheat flowers <and> relation <is> are perfect in <and> object <is> the botanical sense <then> subject <is> wheat flowers <and> relation <is> have <and> object <is> both male and female parts <then> subject <is> Heterosis or hybrid vigor <and> relation <is> occurs in common wheat but it <and> object <is> is difficult to produce seed of hybrid cultivars on a commercial scale as is done with maize <then> subject <is> maize <and> relation <is> has <and> object <is> hybrids that are F1
However , these results `` should not deter people from eating other types of fruit and vegetables as they all have health benefits and remain an important part of a staple diet '' , according to Dr Clare Walton of The Stroke Association in the UK .	subject <is> These results <and> relation <is> should not deter <and> object <is> people from eating other types of fruit and vegetables <then> subject <is> People <and> relation <is> from eating <and> object <is> other types of fruit and vegetables <then> subject <is> Other types of fruit and vegetables <and> relation <is> have <and> object <is> health benefits <then> subject <is> Other types of fruit and vegetables <and> relation <is> remain <and> object <is> an important part of a staple diet <then> subject <is> These results <and> relation <is> should not deter <and> object <is> people according to <then> subject <is> Dr Clare Walton <and> relation <is> is of <and> object <is> The Stroke Association <then> subject <is> Dr Clare Walton <and> relation <is> is located in <and> object <is> the UK <then> subject <is> These results <and> relation <is> should not deter people from eating other types of fruit and vegetables as they all have health benefits and remain an important part of <and> object <is> a staple diet
It did not take long for her condition in hospital to spread through the social media .	subject <is> Her condition <and> relation <is> did not take long for <and> object <is> it to spread through the social media <then> subject <is> It <and> relation <is> spread through <and> object <is> the social media <then> subject <is> Her condition in hospital <and> relation <is> did not take long for <and> object <is> it to spread through the social media
The combination of these processes recycles the oceanic crust back into the mantle .	subject <is> The combination of these processes <and> relation <is> recycles <and> object <is> the oceanic crust <then> subject <is> The combination of these processes <and> relation <is> recycles the oceanic crust back into <and> object <is> the mantle
These phases may occur in neutron stars but they are presently theoretical .	subject <is> These phases <and> relation <is> may occur in <and> object <is> neutron stars <then> subject <is> These phases <and> relation <is> are <and> object <is> presently theoretical <then> subject <is> These phases <and> relation <is> may occur <and> object <is> in neutron stars <then> subject <is> These phases <and> relation <is> are <and> object <is> theoretical
Victims ' relatives , and other bystanders , gathered at police cordons around the scene .	subject <is> Victims' relatives <and> relation <is> gathered at <and> object <is> police cordons <then> subject <is> other bystanders <and> relation <is> gathered at <and> object <is> police cordons <then> subject <is> Victims' relatives <and> relation <is> gathered at police cordons around <and> object <is> the scene <then> subject <is> other bystanders <and> relation <is> gathered at police cordons around <and> object <is> the scene <then> subject <is> Victims' relatives, and other bystanders <and> relation <is> gathered at police cordons around <and> object <is> the scene
Ma'ariv , an Israeli daily newspaper , reports that according to a leaked US document John Kerry , the US Secretary of State , will describe Israel as a Jewish state in the outline document of the peace agreement between Israel and the Palestinian Authority -LRB- PA -RRB- , despite widespread Palestinian objection .	subject <is> Ma'ariv <and> relation <is> reports that <and> object <is> according to a leaked US document <then> subject <is> John Kerry <and> relation <is> will describe <and> object <is> Israel as a Jewish state <then> subject <is> John Kerry <and> relation <is> will describe <and> object <is> Israel as a Jewish state in the outline document of the peace agreement <then> subject <is> the peace agreement <and> relation <is> is between <and> object <is> Israel and the Palestinian Authority <then> subject <is> the Palestinian Authority <and> relation <is> is abbreviated as <and> object <is> PA <then> subject <is> John Kerry <and> relation <is> is <and> object <is> the US Secretary of State <then> subject <is> Israel <and> relation <is> is described as <and> object <is> a Jewish state in the outline document of the peace agreement <then> subject <is> There <and> relation <is> is widespread objection from <and> object <is> Palestinian <then> subject <is> the peace agreement <and> relation <is> is between <and> object <is> Israel and the Palestinian Authority despite widespread Palestinian objection
General Haftar threw his weight behind the forces from Zintan in May , with the central Government losing control of much of the country , now working from Tobruk away from the fighting .	subject <is> General Haftar <and> relation <is> threw his weight behind <and> object <is> the forces from Zintan <then> subject <is> General Haftar <and> relation <is> threw his weight behind the forces from <and> object <is> Zintan <then> subject <is> the central Government <and> relation <is> losing control of <and> object <is> much of the country <then> subject <is> the central Government <and> relation <is> is now working from <and> object <is> Tobruk <then> subject <is> the central Government <and> relation <is> is now working from Tobruk away from <and> object <is> the fighting <then> subject <is> General Haftar <and> relation <is> threw his weight behind the forces from Zintan in <and> object <is> May <then> subject <is> the central Government <and> relation <is> losing control of much of the country with <and> object <is> the central Government <then> subject <is> General Haftar <and> relation <is> threw his weight behind the forces from Zintan with <and> object <is> the central Government losing control of much of the country <then> subject <is> the central Government <and> relation <is> is working from Tobruk away from <and> object <is> the fighting
In 2011 , Collins separated from his wife Miss America 1959 winner Mary Ann Mobley after 44 years .	subject <is> Collins <and> relation <is> separated from <and> object <is> his wife Mary Ann Mobley <then> subject <is> Collins <and> relation <is> separated from his wife <and> object <is> Miss America 1959 winner Mary Ann Mobley <then> subject <is> Collins <and> relation <is> separated from <and> object <is> his wife <then> subject <is> Mary Ann Mobley <and> relation <is> was <and> object <is> the winner of Miss America 1959 <then> subject <is> Collins <and> relation <is> separated from his wife Mary Ann Mobley after <and> object <is> 44 years <then> subject <is> Collins <and> relation <is> separated from his wife after <and> object <is> 44 years in <then> subject <is> In 2011, Collins <and> relation <is> separated from his wife <and> object <is> Mary Ann Mobley after 44 years
Conservative MPs are to be given a free vote , but both Labour and Liberal Democrat MPs are broadly in support .	subject <is> Conservative MPs <and> relation <is> are to be given <and> object <is> a free vote <then> subject <is> Labour MPs <and> relation <is> are broadly in support <and> object <is> of the free vote <then> subject <is> Liberal Democrat MPs <and> relation <is> are broadly in support <and> object <is> of the free vote <then> subject <is> Conservative MPs <and> relation <is> are to be given a free vote but <and> object <is> both Labour and Liberal Democrat MPs
These works also provided one of the foundations for Isaac Newton 's theory of universal gravitation .	subject <is> These works <and> relation <is> provided <and> object <is> one of the foundations for <then> subject <is> These works <and> relation <is> provided one of the foundations for <and> object <is> Isaac Newton 's theory of
For distance education , help with homework and other assignments , self-guided learning , whiling away spare time , or just looking up more detail on an interesting fact , it has never been easier for people to access educational information at any level from anywhere .	subject <is> It <and> relation <is> has never been easier for people to access <and> object <is> educational information <then> subject <is> It <and> relation <is> has never been easier for people to access educational information at any level from <and> object <is> anywhere <then> subject <is> It <and> relation <is> has never been easier for people to access educational information at any level from anywhere for <and> object <is> distance education <then> subject <is> It <and> relation <is> has never been easier for people to access educational information at any level from anywhere for <and> object <is> help with homework and other assignments <then> subject <is> It <and> relation <is> has never been easier for people to access educational information at any level from anywhere for <and> object <is> self-guided learning <then> subject <is> It <and> relation <is> has never been easier for people to access educational information at any level from anywhere for <and> object <is> whiling away spare time <then> subject <is> It <and> relation <is> has never been easier for people to access educational information at any level from anywhere for <and> object <is> just looking up more detail on an interesting fact
Runestones attest to voyages to locations such as Bath , Greece , Khwaresm , Jerusalem , Italy -LRB- as Langobardland -RRB- , Serkland -LRB- i.e. the Muslim world -RRB- , England -LRB- including London -RRB- , and various places in Eastern Europe .	subject <is> Runestones <and> relation <is> attest to <and> object <is> voyages to locations such as Bath <then> subject <is> Runestones <and> relation <is> attest to <and> object <is> voyages to locations such as Greece <then> subject <is> Runestones <and> relation <is> attest to <and> object <is> voyages to locations such as Khwaresm <then> subject <is> Runestones <and> relation <is> attest to <and> object <is> voyages to locations such as Jerusalem <then> subject <is> Runestones <and> relation <is> attest to <and> object <is> voyages to locations such as Italy <then> subject <is> Runestones <and> relation <is> attest to <and> object <is> voyages to locations such as Langobardland <then> subject <is> Runestones <and> relation <is> attest to <and> object <is> voyages to locations such as Serkland <then> subject <is> Runestones <and> relation <is> attest to <and> object <is> voyages to locations such as the Muslim world <then> subject <is> Runestones <and> relation <is> attest to <and> object <is> voyages to locations such as England <then> subject <is> Runestones <and> relation <is> attest to <and> object <is> voyages to locations such as London <then> subject <is> Runestones <and> relation <is> attest to <and> object <is> voyages to locations such as various places in Eastern Europe
On Saturday , Discovery Science Place hosted a mini Maker Faire in Tyler , Texas .	subject <is> Discovery Science Place <and> relation <is> hosted <and> object <is> a mini Maker Faire <then> subject <is> Discovery Science Place <and> relation <is> hosted a mini Maker Faire in <and> object <is> Tyler <then> subject <is> Discovery Science Place <and> relation <is> hosted a mini Maker Faire in Tyler <and> object <is> Texas <then> subject <is> a mini Maker Faire <and> relation <is> was hosted in <and> object <is> Tyler <then> subject <is> a mini Maker Faire <and> relation <is> was hosted in Tyler <and> object <is> Texas <then> subject <is> Discovery Science Place <and> relation <is> hosted a mini Maker Faire in Tyler <and> object <is> Texas <then> subject <is> Discovery Science Place <and> relation <is> hosted a mini Maker Faire <and> object <is> on Saturday
Constantine also adopted Christianity which later became the official state religion of the empire .	subject <is> Constantine <and> relation <is> adopted <and> object <is> Christianity <then> subject <is> Christianity <and> relation <is> became <and> object <is> the official state religion of the empire <then> subject <is> Constantine <and> relation <is> adopted Christianity which later became <and> object <is> the official state religion of the empire <then> subject <is> Christianity <and> relation <is> became the official state religion <and> object <is> of the empire
This event may have contributed to Alexander 's failing health and detached mental state during his final months .	subject <is> This event <and> relation <is> may have contributed to <and> object <is> Alexander's failing health <then> subject <is> This event <and> relation <is> may have contributed to <and> object <is> Alexander's detached mental state <then> subject <is> Alexander <and> relation <is> had <and> object <is> a failing health <then> subject <is> Alexander <and> relation <is> had <and> object <is> a detached mental state <then> subject <is> Alexander <and> relation <is> was in <and> object <is> his final months <then> subject <is> Alexander's failing health <and> relation <is> occurred during <and> object <is> his final months <then> subject <is> Alexander's detached mental state <and> relation <is> occurred during <and> object <is> his final months
Zardari and Sharif differ in their position on capital punishment .	subject <is> Zardari <and> relation <is> differ in <and> object <is> their position on capital punishment <then> subject <is> Sharif <and> relation <is> differ in <and> object <is> their position on capital punishment <then> subject <is> Zardari <and> relation <is> differ in their position on <and> object <is> capital punishment <then> subject <is> Sharif <and> relation <is> differ in their position on <and> object <is> capital punishment
7.7 % were closed with non-monetary relief .	subject <is> 7.7 % <and> relation <is> were closed with <and> object <is> non-monetary relief
Labour leader Ed Miliband said : `` We would have a Queen 's Speech with legislation which would make work pay , reform our banks , freeze energy bills and build homes again in Britain .	subject <is> Ed Miliband <and> relation <is> said <and> object <is> the statement <then> subject <is> Labour leader Ed Miliband <and> relation <is> said <and> object <is> `` We would have a Queen 's Speech with legislation which would make work pay , reform our banks , freeze energy bills and build homes again in Britain . <then> subject <is> legislation <and> relation <is> would make <and> object <is> work pay <then> subject <is> legislation <and> relation <is> would reform <and> object <is> our banks <then> subject <is> legislation <and> relation <is> would freeze <and> object <is> energy bills <then> subject <is> legislation <and> relation <is> would build <and> object <is> homes again in Britain <then> subject <is> the Queen 's Speech <and> relation <is> would have <and> object <is> legislation <then> subject <is> the statement <and> relation <is> included <and> object <is> the following points <then> subject <is> legislation <and> relation <is> concerned <and> object <is> the following issues: work pay, reforming banks, freezing energy bills, and building homes in Britain
Now , granted , Paralympic athletes do n't get $ 50,000 for a gold medal , or $ 10,000 for a bronze .	subject <is> Paralympic athletes <and> relation <is> do n't get <and> object <is> $ 50,000 for a gold medal <then> subject <is> Paralympic athletes <and> relation <is> do n't get <and> object <is> $ 10,000 for a bronze <then> subject <is> Paralympic athletes <and> relation <is> do not receive <and> object <is> $ 50,000 for a gold medal <then> subject <is> Paralympic athletes <and> relation <is> do not receive <and> object <is> $ 10,000 for a bronze <then> subject <is> Now, granted, Paralympic athletes <and> relation <is> do n't get $ 50,000 for a gold medal or <and> object <is> $ 10,000 for a bronze
When the name Plantae or plant is applied to a specific group of organisms or taxon , it usually refers to one of four concepts .	subject <is> the name Plantae or plant <and> relation <is> is applied to <and> object <is> a specific group of organisms or taxon <then> subject <is> it <and> relation <is> usually refers to <and> object <is> one of four concepts <then> subject <is> the name Plantae or plant <and> relation <is> refers to <and> object <is> a specific group of organisms or taxon <then> subject <is> it <and> relation <is> usually refers to one of <and> object <is> four concepts
Ghafoor played his entire career in Pakistan playing for the Dhaka Mohammedan Club .	subject <is> Ghafoor <and> relation <is> played <and> object <is> his entire career in <then> subject <is> Ghafoor <and> relation <is> played for <and> object <is> the Dhaka Mohammedan Club <then> subject <is> Ghafoor <and> relation <is> played his entire career <and> object <is> in Pakistan <then> subject <is> Ghafoor <and> relation <is> played for the <and> object <is> Dhaka Mohammedan Club <then> subject <is> Ghafoor <and> relation <is> played <and> object <is> his entire career in Pakistan playing for
Britain was again the beneficiary of peace treaties : France ceded the Ionian Islands , Malta -LRB- which it had occupied in 1797 and 1798 respectively -RRB- , Mauritius , Saint Lucia , and Tobago ; Spain ceded Trinidad ; the Netherlands Guyana , and the Cape Colony .	subject <is> Britain <and> relation <is> was the beneficiary of <and> object <is> peace treaties <then> subject <is> France <and> relation <is> ceded <and> object <is> the Ionian Islands <then> subject <is> France <and> relation <is> ceded <and> object <is> Malta <then> subject <is> France <and> relation <is> ceded <and> object <is> Mauritius <then> subject <is> France <and> relation <is> ceded <and> object <is> Saint Lucia <then> subject <is> France <and> relation <is> ceded <and> object <is> Tobago <then> subject <is> Spain <and> relation <is> ceded <and> object <is> Trinidad <then> subject <is> the Netherlands <and> relation <is> ceded <and> object <is> Guyana <then> subject <is> the Netherlands <and> relation <is> ceded <and> object <is> the Cape Colony <then> subject <is> France <and> relation <is> occupied <and> object <is> Malta in 1797 and 1798 <then> subject <is> peace treaties <and> relation <is> included <and> object <is> the Ionian Islands <then> subject <is> peace treaties <and> relation <is> included <and> object <is> Malta <then> subject <is> peace treaties <and> relation <is> included <and> object <is> Mauritius <then> subject <is> peace treaties <and> relation <is> included <and> object <is> Saint Lucia <then> subject <is> peace treaties <and> relation <is> included <and> object <is> Tobago <then> subject <is> peace treaties <and> relation <is> included <and> object <is> Trinidad <then> subject <is> peace treaties <and> relation <is> included <and> object <is> Guyana <then> subject <is> peace treaties <and> relation <is> included <and> object <is> the Cape Colony
